Timestamp,Alpha,Beta,Gamma,Delta,Theta
1504.3,17.106,43.463,11.855,278.34,19.026
1504.6,15.775,43.229,12.625,334.53,13.708
1504.9,14.621,42.889,13.586,451.3,10.587
1505.2,13.95,42.842,14.425,519.3,9.5216
1505.5,13.376,42.639,14.997,697.51,9.8946
1505.9,12.893,43.497,15.882,1120.6,13.59
1506.1,12.889,44.326,16.132,1336.9,17.709
1506.4,13.14,45.54,16.23,1589.8,24.343
1506.7,13.626,46.929,16.25,1813.9,32.632
1507,14.255,48.009,16.047,1994,40.356
1507.3,15.463,49.459,15.618,2208.4,52.789
1507.6,16.386,50.137,15.167,2268.6,61.095
1507.9,17.266,50.318,14.574,2223.4,68.048
1508.2,17.651,49.89,14.057,2112.1,71.329
1508.5,17.708,48.9,13.569,1933.3,71.501
1508.8,17.449,47.354,12.99,1724.6,68.835
1509.1,17.105,46.035,12.624,1554.9,66.263
1509.4,16.818,44.229,12.161,1307.1,63.68
1509.7,16.861,42.728,11.894,1085.7,64.067
1510,17.191,41.771,11.93,927.18,66.336
1510.3,18.017,40.813,11.975,840.89,72.645
1510.7,19.235,40.183,12.193,757.05,82.976
1511.2,20.239,39.828,12.917,723.73,94.225
1511.6,20.309,39.685,13.715,1189.3,101.57
1512,19.256,38.841,14.361,1354.7,100.29
1512.4,17.758,37.973,14.946,1719.6,91.988
1512.7,17.382,37.579,15.036,2181.6,84.234
1513,17.838,37.423,15.019,2719.1,77.493
1513.2,19.522,37.65,14.937,3544.4,70.183
1513.4,21.33,38.189,14.731,4165.5,66.138
1513.7,24.996,39.401,14.501,5061.8,61.829
1513.9,28.53,40.74,14.229,5707.4,59.615
1514.2,32.198,42.275,13.957,6225.3,58.421
1514.4,35.51,43.754,13.844,6501.6,57.988
1514.6,38.067,45.12,13.52,6468.3,57.583
1514.8,39.542,46.187,13.378,6333.1,57.073
1515.1,39.825,46.705,13.027,6105.5,55.749
1515.4,38.323,46.799,12.781,5590.4,53.067
1515.7,35.21,46.158,12.63,4834.1,49.102
1516,29.509,44.478,12.41,3796.4,42.625
1516.3,27.224,43.73,12.236,3430.7,40.178
1516.6,22.566,42.163,12.241,2780,35.603
1516.9,17.839,40.134,12.619,1906.1,30.906
1517.2,16.307,39.234,13.139,1430.4,30.334
1517.5,16.98,39.125,14.203,1091.6,32.885
1517.8,19.243,39.888,15.208,1158.1,38.815
1518.1,22.884,41.285,16.368,1228,46.299
1518.4,26.639,43.361,17.571,1221.6,56.503
1518.7,36.488,48.966,19.929,1132.7,82.429
1519,43.887,53.548,21.221,1351.4,106.35
1519.3,57.229,60.187,23.18,1846.7,146.96
1519.6,72.486,67.289,24.442,2350.5,200.13
1519.9,88.47,73.974,25.514,3380,260.39
1520.2,109.8,81.45,25.983,5342.5,351.74
1520.5,126.25,86.674,26.451,7221.7,432.13
1520.8,153.39,93.914,26.317,10774,583.89
1521.1,166.59,97.319,26.246,12575,667.86
1521.4,192.74,103.52,25.963,16561,861.42
1521.7,204.75,105.74,25.898,20051,980.31
1522,212.35,107.87,25.633,23766,1080.9
1522.3,211.95,108.12,25.09,27191,1154.7
1522.6,205.84,108.1,25.1,27871,1182.3
1522.9,191.99,107.14,24.551,28145,1168.9
1523.2,176.38,106.09,24.295,28573,1121
1523.5,156.64,104.93,23.921,29078,1036.4
1523.8,140.73,104.13,23.822,29320,949.8
1524.1,126.92,103.77,23.914,29660,858.89
1524.4,114.87,103.46,23.739,29742,759.84
1524.7,110.06,103.71,24.222,29488,684.95
1525,107.33,103.17,25.086,26735,606.02
1525.3,108.16,102.79,25.502,25886,577.06
1525.7,112.62,101.09,26.819,21494,510.6
1526,124.11,98.85,28.741,16317,449.65
1526.2,130.67,94.096,29.158,14072,412.76
1526.5,139.51,91.174,29.387,12778,395.18
1526.9,153.36,84.644,29.209,11036,395.85
1527.1,166.52,83.891,29.464,10494,435.31
1527.4,181.29,79.995,28.776,10556,484.83
1527.7,191.38,80.416,27.931,10461,532.32
1528,221.76,88.101,28.862,10710,687.48
1528.3,247.38,102.47,32.207,10184,817.8
1528.6,280.52,127.86,38.617,11183,962.32
1528.9,330.21,175.49,52.351,15554,1160.1
1529.2,373.04,221.45,67.021,19207,1320.3
1529.6,419.73,278.09,85.556,21127,1488
1529.9,454.3,326.87,102.21,23927,1616.7
1530.3,482.12,380.65,121,29101,1740.3
1530.6,480.64,396.27,126.48,31651,1768.4
1531,460.11,394.97,125.67,32024,1748.3
1531.3,420.88,366.55,114.37,33102,1683.8
1531.6,378.19,331.38,101.19,33175,1592.8
1532,337.73,283.26,82.347,33369,1548.5
1532.4,325.27,248.78,67.679,31169,1642.1
1532.7,352.89,229.86,59.232,28752,1952.4
1533,394.51,236.32,59.8,27908,2336.3
1533.4,552.48,304.12,79.742,28190,3413.5
1533.7,767.31,415.55,117,30138,4487.8
1534,1076,578.56,170.45,33258,5663.6
1534.4,1503.4,800.47,238.09,36974,6790.7
1534.7,1977.8,1032.8,305.13,42253,7574.5
1534.9,2515.4,1283.5,372.91,47562,8079.3
1535.2,3085.7,1537.5,434.8,53068,8226.7
1535.5,3459.4,1693.6,469.56,55501,8106.4
1535.7,4053.5,1933.7,512.25,55106,7673
1536,4434.2,2079,526.97,57621,7141.5
1536.3,4645.2,2152.6,519.44,57970,6435.2
1536.5,4676.6,2161.7,498.02,56716,5891.1
1536.8,4543.6,2109.7,457.48,56553,5350.2
1537.1,4249.4,2003.9,406.46,58590,5000
1537.4,3832.5,1859,350.37,59734,4844.3
1537.6,3681,1805.6,331.61,60064,4872.3
1537.9,3526,1753.7,313.73,61891,4925.8
1538.2,3145,1623.2,273.17,65620,5103.6
1538.4,2901.7,1543.7,246.99,67450,5266.1
1538.7,2344.8,1362.5,192.73,67767,5920.1
1538.9,2121.5,1292.7,168.16,64543,6476.4
1539.1,2016.2,1267,153.67,64908,7009.2
1539.4,2002.8,1273.2,143.03,65542,7827
1539.7,2077.8,1307.8,138.3,67333,8750.9
1540,2211.8,1362,136.27,69102,9916.7
1540.3,2315.5,1405.4,135.87,71691,10783
1540.6,2412.3,1435.7,134.16,74007,11830
1540.9,2443.1,1447.7,134.81,75615,12703
1541.2,2419.3,1457.5,134.96,72816,13111
1541.5,2334.7,1508.4,145.55,69307,13403
1541.8,2255.5,1592.3,164.56,64770,13518
1542.1,2141.6,1803.4,213.74,59806,13818
1542.4,2076.8,2091.2,282.8,53442,14241
1542.7,2044.5,2555.1,398.48,46930,15230
1543,2104.4,3137.4,551.1,44709,16625
1543.3,2211.4,3577,671.49,42812,17545
1543.6,2446,4211.1,848.82,43404,19013
1543.9,2813.3,4803.1,1022,49577,20220
1544.2,3231.1,5247.8,1159.6,59514,20831
1544.5,3680.4,5630.6,1283.2,72339,21009
1544.8,4293.3,5987.8,1401.1,88553,20899
1545.1,4835.4,6251.6,1489.1,1.0083e+05,20435
1545.4,5455.4,6554.7,1583.8,1.1236e+05,19863
1545.7,5921.9,6814.6,1664.3,1.182e+05,19502
1546,6364.4,7168.3,1764.6,1.2075e+05,19283
1546.3,6632.9,7501.7,1845.7,1.177e+05,19307
1546.6,6767.5,7871.1,1927.2,1.0964e+05,19421
1546.9,6727.5,8344.4,2007.6,94964,19523
1547.2,6539.3,8752.6,2053.8,80113,19387
1547.5,6124,9238.6,2085.3,61065,18829
1547.8,5648,9626.8,2097.7,46611,17990
1548.1,5178,9919.9,2099.3,35892,17086
1548.4,4475.2,10239,2110.6,22240,15522
1548.7,3772.9,10422,2134.3,13911,13749
1549,3099.8,10447,2183.9,9174.4,11852
1549.3,2609.7,10337,2243.2,6792.4,10255
1549.6,2205.8,10104,2318.9,6813.1,8764.2
1549.9,1880.5,9717.5,2406.8,2639.5,7223.5
1550.2,1682.1,9297.8,2486,2115.7,6099.4
1550.5,1554.9,8752.9,2549.1,1926.2,5095.8
1550.8,1478.5,8267.2,2577.5,1792.1,4431.7
1551.1,1437.4,7787.2,2587.8,1800.5,3971.7
1551.4,1381.4,7237.9,2568.2,1768.4,3589
1551.7,1344.6,6808.4,2535.6,1797.1,3336.2
1552,1297.7,6408.2,2496.5,1644.5,3136.3
1552.3,1242.5,5975.6,2456.9,1411.9,2920.9
1552.6,1199.4,5653.3,2434.2,1164.7,2756.7
1552.9,1165.4,5363.9,2428.5,945.19,2615.8
1553.2,1138.2,5083.7,2427.4,738.47,2469.8
1553.5,1132.1,4852.1,2436,541.81,2343.5
1553.8,1139.8,4698.2,2443.6,394.92,2266.7
1554.1,1157.3,4566.1,2446.5,324.6,2203.1
1554.4,1185.2,4455,2435.3,315.05,2165.9
1554.7,1209.8,4374.1,2411.9,278.65,2152.6
1555,1230.4,4304.3,2375.6,275.84,2151
1555.3,1249.1,4240,2316.9,2032.9,2155.5
1555.6,1269.1,4215.7,2256.9,2172.3,2154.8
1555.9,1308,4213.6,2181.5,2835.7,2196.7
1556.2,1387.7,4254.8,2112.7,4744.8,2262.6
1556.5,1582.6,4371.7,2042.5,8862.3,2420.4
1556.8,1884.1,4527.3,1993.5,14801,2640.1
1557.1,2318,4751.3,1964.2,22601,2935.3
1557.4,2997.9,5079.7,1954.5,30571,3462.8
1557.7,3694.3,5388.9,1976.6,38965,4012.5
1558,4588.4,5759,2031.6,46960,4806.4
1558.3,5364.2,6051.7,2110.1,52450,5637.8
1558.6,6080.7,6302.6,2208.5,56033,6571.1
1558.9,6773,6537.2,2335,57551,7757.8
1559.2,7188.7,6689.6,2446.2,56486,8766.8
1559.5,7414.1,6843.4,2569.5,52850,9838.9
1559.8,7391.5,6963.2,2659.3,47462,10564
1560.1,7156.9,7102.3,2732.4,41322,10994
1560.4,6687.4,7273.6,2795,32933,11187
1560.7,6148.4,7418.5,2827.7,26759,10971
1561,5436.7,7559.6,2848.3,21139,10366
1561.3,4804.7,7625.1,2856.9,18036,9606.2
1561.6,4206.9,7609.1,2859.8,16781,8733.2
1561.9,3583.9,7467.7,2859.5,17729,7679.4
1562.2,3121.7,7233.9,2852.2,17401,6866.1
1562.5,2701.7,6835,2832.8,18290,5989
1562.8,2433.2,6410.9,2794.6,19657,5397.5
1563.1,2240.1,5936.6,2732.5,20916,4896.8
1563.4,2070.5,5349.5,2618.6,21651,4402
1563.7,1932.9,4850,2484.2,21104,4007.8
1564,1813.7,4369.7,2312.4,19908,3626.7
1564.3,1664.2,3863.3,2087.6,17346,3158.1
1564.6,1536.5,3492.8,1884.1,14459,2779.8
1564.9,1391.8,3127.9,1650.7,10792,2358.6
1565.2,1275.3,2879.6,1468.9,7876.5,2046.4
1565.5,1168.4,2676.2,1311.6,5399.3,1773.4
1565.8,1060.4,2494.4,1169.5,3181.8,1523.6
1566.1,973.32,2361.8,1078.7,1923.2,1376.6
1566.4,888.24,2225,1001.9,1832.3,1222.1
1566.7,828.34,2123.8,961.91,1689.1,1158.3
1567,746.21,1976.2,913.33,1929.4,1129.3
1567.3,704.18,1885.4,891.92,3565.8,1157.4
1567.6,714.01,1838.2,882.95,5120.6,1299.1
1567.9,768.91,1860,894.09,8069.8,1591.4
1568.2,891.81,1958.6,919.19,11591,1972
1568.5,1150.7,2187.4,977.29,16319,2590.4
1568.8,1478.6,2471.6,1047,20512,3276.1
1569.1,1900.5,2821,1131.1,24504,4071.1
1569.4,2473,3253.1,1235.2,28462,5098.6
1569.7,2991.9,3609.7,1318.4,30654,5968.1
1570,3536.2,3938.2,1394.8,31800,6899
1570.3,3900.9,4112.2,1430.4,31304,7480.1
1570.6,4135.4,4159.3,1437.5,29419,7825.8
1570.9,4211.5,4059.1,1409.6,26002,7897.3
1571.2,4120.2,3866.5,1364.6,22443,7700.7
1571.5,3868.3,3564.6,1301.5,18281,7245.1
1571.8,3596.4,3301.9,1252,14639,6766.2
1572.1,3297.1,3065.9,1213.6,11902,6276.5
1572.4,3032.6,2891.9,1194.7,9987.9,5895.6
1572.7,2807.7,2808.3,1199.7,8467.7,5643.8
1573,2747.6,2862.2,1238.9,8032.7,5761.6
1573.3,2782.2,3015.8,1293.2,8872,6206.4
1573.6,2939.5,3241.7,1366.5,9932.2,6996
1573.9,3194.5,3570.6,1462.9,12895,8339.6
1574.2,3457.9,3855.9,1545.6,14686,9774.4
1574.5,3719.8,4145.9,1625.6,18493,11559
1574.8,3912.9,4326.9,1676.6,22001,13041
1575.1,4045.6,4428.8,1706.7,26451,14380
1575.4,4090.5,4431,1712,32880,15518
1575.7,4028.3,4334.9,1689,39048,16033
1576,3845.7,4123.9,1636.1,46908,16039
1576.3,3649.1,3922.2,1585.5,52483,15687
1576.6,3316.8,3615.1,1502,59356,14753
1576.9,2939.3,3307.9,1411.5,63988,13527
1577.2,2631.6,3096,1339.2,65705,12364
1577.5,2284.9,2914.7,1268.3,64446,11053
1577.8,2036.5,2839.8,1222.4,61170,10057
1578.1,1832,2838,1191.6,55551,9290.9
1578.4,1679.5,2929.5,1175.2,45954,8733.5
1578.7,1629.2,3070.1,1172.4,38435,8476.7
1579,1680.8,3287.9,1185.6,31889,8684.9
1579.3,1851.6,3530,1216.3,27376,9220.8
1579.6,2131.8,3794.6,1261.4,26800,10054
1579.9,2488.3,4071.4,1320.3,32157,11146
1580.2,2967,4403.5,1392.9,39855,12571
1580.5,3486.3,4739.2,1471.8,50719,13867
1580.8,3891.9,5022.9,1535.1,62302,14712
1581.1,4254.7,5285,1592,74057,15165
1581.4,4582.2,5575.5,1649.1,85599,15193
1581.7,4775.8,5794.5,1690.7,94621,14815
1582,4895,5977.7,1726.1,1.0031e+05,14134
1582.3,4924.5,6127.6,1763.2,1.0366e+05,13081
1582.6,4905.4,6191,1789,1.0366e+05,12326
1582.9,4798.4,6216.6,1828.6,97118,11111
1583.2,4704.3,6158.9,1858.8,89010,10329
1583.5,4681.4,6071.7,1893,81166,9673.9
1583.8,4725,5992.4,1940.3,72578,9050.3
1584.1,4914.8,5982.4,1982.4,67878,8619
1584.4,5389.5,6080,2038.2,69291,8226.7
1584.7,6073.4,6328.3,2095.9,73631,8045.4
1585,7182,6793.7,2179.2,82519,8056.5
1585.3,8338.7,7320.9,2256.8,88196,8331.5
1585.6,9788.4,7984.5,2355.3,97021,8984.5
1585.9,10995,8527.5,2436.5,1.0478e+05,9824.8
1586.2,12036,8978.4,2506.1,1.0369e+05,10855
1586.6,12526,9151.5,2538.9,1.0332e+05,11858
1586.8,12475,9064.7,2531,1.0446e+05,12380
1587.1,11961,8740.7,2482.6,95425,12773
1587.4,10842,8107.9,2380.2,85897,12874
1587.7,9596.9,7432.1,2262.6,76150,12717
1588,8254.6,6733.9,2132.1,65662,12347
1588.3,6792.2,6004.6,1989.2,56577,11902
1588.6,5755.1,5511.8,1894.3,51034,11592
1588.9,4908,5126,1821.4,49870,11456
1589.2,4452.4,4933.7,1796.8,53138,11508
1589.5,4215.2,4821.6,1792.6,53237,11757
1589.8,4050.4,4750.7,1783,53666,11972
1590.1,3976.6,4681.3,1777.1,53246,12040
1590.4,3787.2,4551.8,1739.8,49697,11881
1590.7,3564.1,4375.2,1673.7,46304,11484
1591,3241.2,4129.2,1568.8,41382,10613
1591.3,2928.7,3899.4,1462.5,35563,9669.4
1591.6,2619.3,3669.2,1345.5,29256,8591.8
1591.9,2296.5,3423.6,1218.4,21210,7323.3
1592.2,2048,3240.6,1128.9,15344,6332.3
1592.5,1815.9,3062.8,1054.5,9784.4,5405.7
1592.8,1633,2925.7,1012,6309.2,4853.1
1593.1,1483,2796.8,993.78,3978.4,4560.9
1593.4,1286.2,2633,989.69,2270.2,4516.1
1593.7,1137.1,2489.9,994,1425.3,4674.9
1594,975.61,2350.8,1003.4,960.59,4941.6
1594.3,818.03,2194.2,1015.8,578.39,5298.6
1594.6,709.97,2069.6,1028.5,425.48,5573.1
1594.9,611.19,1941.8,1037.8,307.68,5863.8
1595.2,560.39,1859.7,1042.5,271.92,6033
1595.5,528,1787.5,1042.2,258.97,6145.9
1595.8,519.28,1752.8,1038.1,235.44,6181.5
1596.1,511.43,1725.6,1030.1,234.6,6187.9
1596.4,503.16,1706.5,1019.1,242.6,6162.9
1596.7,488.56,1696.2,1008.7,252.63,6140.6
1597,464.39,1686.3,997.42,258.91,6120
1597.3,442.66,1680.4,990.92,279.85,6113.3
1597.6,408.63,1673,985.15,282.57,6117.3
1597.9,376.81,1668.4,985.76,278.19,6139.5
1598.2,353.21,1668.8,990.05,265.38,6171.6
1598.5,333.55,1675,1002,252.32,6221.3
1598.8,323.54,1681.1,1019.5,244.7,6270.5
1599.1,321.21,1689.8,1044.7,232.54,6323.4
1599.4,324.89,1701.1,1079.2,214.95,6382.8
1599.7,333.75,1709.9,1112.2,209.46,6426.2
1600,346.93,1720.1,1151.9,200.65,6466.6
1600.3,359.63,1725.3,1184.7,199.16,6490.6
1600.6,371.11,1731.4,1212.8,203.84,6503.9
1600.9,381.28,1739.8,1237.3,215.11,6510.7
1601.2,386.64,1745.7,1251.1,221.1,6511
1601.5,387.98,1751.2,1258.2,225.47,6509.3
1601.8,383.43,1754.5,1259.8,227.29,6504.6
1602.1,377.6,1750.9,1253,223.66,6503
1602.4,365.81,1736.1,1235.6,213.75,6501.2
1602.7,355.04,1714.3,1215.4,202.61,6499.6
1603,344.19,1681.3,1185.9,187.64,6493.2
1603.3,333.95,1631.4,1142.5,171.5,6486
1603.6,327.51,1581.9,1098.5,161.04,6474.3
1603.9,323.1,1520.1,1045.2,153.08,6458.6
1604.2,320.89,1470.6,1002.7,145.99,6448.5
1604.5,320.64,1421,965.71,143.67,6447.4
1604.8,318.54,1391.4,946.71,142.47,6458.1
1605.1,315.94,1372.7,943.38,138.34,6480.7
1605.4,310.74,1370.7,964,134.73,6522.7
1605.7,306.07,1383.5,1000.3,128.18,6574
1606,297.5,1407.1,1048.3,119.47,6626.5
1606.3,287.31,1441.7,1110.6,110.44,6685.7
1606.6,277.91,1475.3,1164.4,100.48,6727.9
1606.9,268.32,1515.1,1219.1,86.365,6767.8
1607.2,261.49,1548,1256.9,76.372,6784.5
1607.5,256.04,1582.6,1289.9,71.01,6795.8
1607.8,253.66,1608.2,1305.7,75.816,6794.8
1608.1,251.91,1628.1,1311.2,77.266,6790.7
1608.4,251.24,1641.7,1301.5,82.351,6778.4
1608.7,251.23,1640.7,1276.3,81.453,6760.1
1609,251.56,1618.6,1226.3,83.479,6726.8
1609.3,251.43,1582.4,1164.8,88.954,6687.8
1609.6,252.4,1529.3,1086.7,88.555,6639.1
1609.9,251.57,1447.1,979.24,84.865,6575
1610.2,250.53,1355.3,866.21,82.247,6514.9
1610.5,249.43,1277.6,775.35,78.469,6472.9
1610.8,249.16,1208.8,698.2,77.156,6440.7
1611.1,251.81,1156,639.8,77.482,6416.2
1611.4,260.99,1121.2,602.37,77.32,6392.4
1611.7,276.7,1115.7,595.41,80.998,6364.7
1612,299.59,1128.8,607.54,82.508,6320.7
1612.3,337.09,1159,634.93,90.248,6239.5
1612.6,377.94,1189.5,659.01,94.387,6137.5
1612.9,430.24,1219.7,678.73,100.71,5983.2
1613.2,476.74,1235.7,684.42,104.71,5827.2
1613.5,524.58,1239.7,673.26,108.57,5637.3
1613.8,558.4,1229.2,650.44,108.96,5481.8
1614.1,579.41,1208.8,618.37,107.47,5345.2
1614.4,589.33,1172.3,572.42,104.17,5224.6
1614.7,582.82,1137.2,531.2,102.5,5158.9
1615,565.02,1095.6,486.36,96.226,5126.4
1615.3,539.86,1066.2,456.4,91.666,5131.3
1615.6,512.89,1046.7,436.48,95.253,5163.9
1615.9,481.8,1044.1,431.07,96.427,5220.5
1616.2,463.13,1060.1,441.74,101.82,5275.5
1616.5,448.26,1092.6,467.35,112.1,5327.4
1616.8,444.25,1148.3,514.03,127.37,5375.3
1617.1,447.3,1201.6,561.07,139.44,5395.2
1617.4,456.44,1259.2,615.62,150.21,5400.5
1617.7,463.58,1294.2,653.79,155.78,5390
1618,470.93,1312.9,678.63,155.69,5370.5
1618.3,469.66,1309.8,686.98,151.34,5348.4
1618.6,464.64,1286.4,675.7,146.11,5336.6
1618.9,452.7,1243.3,645.58,138.94,5336.7
1619.2,441.35,1204.1,608.6,133.09,5350.2
1619.5,425.97,1164.7,563.72,131.12,5385.7
1619.8,415.7,1147.9,529.56,130.75,5428.4
1620.1,408.27,1153.5,506.31,135.71,5479.1
1620.4,404.09,1191.1,497.96,141.1,5545.5
1620.7,405.23,1244.1,507.25,147.89,5599.7
1621,406.49,1324.9,535.8,163.21,5657.4
1621.3,407.13,1403.2,573.19,171.45,5698.5
1621.6,406.87,1493.2,622.7,182.45,5728.7
1621.9,405.05,1560.5,665.75,190.45,5740.6
1622.2,404.35,1611.1,702.15,202.63,5739.3
1622.5,403.7,1647.6,735.01,213.93,5724.1
1622.8,402.97,1656.4,751.32,219.37,5701.6
1623.1,403.56,1646.4,755.99,224.76,5675.9
1623.4,405.14,1613.2,746.76,230.45,5647.5
1623.7,405.91,1569.7,729.63,231.24,5630
1624,404.01,1509,701.13,224.67,5620.3
1624.3,398.33,1453.2,672.2,216.75,5621.2
1624.6,390.75,1401,643.23,206.9,5629.9
1624.9,377.93,1348.7,612.17,192.01,5643.3
1625.2,365.05,1314.5,589.43,177.97,5654.9
1625.5,351.97,1289.8,568.56,162.33,5665.4
1625.8,341.65,1280.8,555.09,148.85,5671.4
1626.1,332.65,1280,543.87,137.38,5671.8
1626.4,327.72,1286.5,533.36,126.33,5666
1626.7,328.73,1290.2,523.86,116.85,5656.4
1627,333.68,1287.6,509.97,108.82,5639.4
1627.3,343.03,1276,494.34,101.88,5622.6
1627.6,356.49,1255.9,476.86,96.607,5602
1627.9,376.98,1225.6,454.85,92.767,5581.7
1628.2,396.2,1194.5,435.54,88.364,5567.5
1628.5,418.92,1161.7,416.99,87.17,5555.1
1628.8,436.91,1140.8,406.24,87.955,5553.3
1629.1,458.11,1129.8,401.52,89.284,5554.1
1629.4,471.09,1131.4,404.04,93.031,5559.1
1629.7,490.77,1145.4,413.15,96.75,5569.3
1630,509.28,1170.9,428.43,101.87,5581
1630.3,528.29,1195.7,442.23,110.42,5589.5
1630.6,546.96,1215.3,454.5,112.56,5596.2
1630.9,571.33,1232.8,463.56,121.01,5602
1631.2,589.03,1234.6,465.99,124.77,5601
1631.5,609.9,1223.6,461.34,127.03,5598.1
1631.8,626.07,1202.9,452.68,130.05,5592
1632.1,637,1175.6,441.94,130.65,5584.2
1632.4,647.47,1141.7,429.21,129.56,5578.1
1632.7,651.31,1120.6,423.26,127.57,5570.7
1633,656.3,1097.5,416.87,127.28,5567.5
1633.3,654.68,1090.3,417.54,125.94,5565
1633.6,652.9,1095.9,422.32,125.52,5559.7
1633.9,648.14,1108.5,429.65,125.59,5556.5
1634.2,640.51,1127.9,438.58,125.99,5547.5
1634.5,626.05,1152.7,448.88,128.82,5536.1
1634.8,603.09,1185.2,460.69,129.35,5518.5
1635.1,572.81,1221.8,472.94,128.6,5492.4
1635.4,541.24,1250.1,482.29,131.03,5469.3
1635.7,508.98,1278.5,492.98,132.99,5449.5
1636,471.76,1307.6,507.43,132.88,5435.8
1636.3,444.22,1330.1,523.81,130.3,5442
1636.6,419.2,1349.8,547.81,129.67,5470.2
1636.9,404.66,1361.7,571.24,132.18,5513
1637.2,395.08,1368,596.65,129.22,5572.3
1637.5,389.25,1367.6,624.45,129.25,5649.2
1637.8,385.17,1360.9,644.02,130.58,5712.2
1638.1,383.61,1349,656.51,130.51,5769.5
1638.4,380.32,1334.8,656.88,130.94,5795.7
1638.7,377.39,1317.8,647.22,137.72,5796.8
1639,369.12,1298.2,625.42,141.96,5769.2
1639.3,359.68,1280.7,601.85,151.29,5721.7
1639.6,351.26,1267.6,576.32,166.71,5655.9
1639.9,342.72,1258.1,557.8,195.34,5581.5
1640.2,335.68,1261.7,547.21,250.04,5483
1640.5,337.65,1287,557.23,335.83,5377
1640.8,348.77,1333.6,582.5,421.35,5299.5
1641.1,368.73,1403.1,621.47,520.64,5239.4
1641.4,420.02,1515.4,682.62,660.94,5216.7
1641.7,479.39,1628.8,744.29,773.81,5232.9
1642,591.5,1779,824.2,955.13,5291.5
1642.3,737.56,1915.2,898.33,1210.3,5367.6
1642.6,973.4,2077.3,984.42,1604.8,5457.2
1642.9,1227.9,2209.9,1058.8,2062.8,5510
1643.2,1519.8,2333.6,1129.7,3044.6,5512
1643.5,1882.6,2452.6,1206,3947,5431.1
1643.8,2174,2526.5,1258.3,4663.3,5271.5
1644.1,2421.3,2577.7,1295.3,5751.7,5031.9
1644.4,2611,2612.2,1318,7988.7,4665.5
1644.7,2678.4,2627,1317.7,10648,4305.8
1645,2634.6,2636.7,1298.4,13655,3865.3
1645.3,2513.2,2644.9,1265,16658,3502.6
1645.6,2331.1,2655.7,1223,19799,3177.2
1645.9,2088.2,2664.9,1166.5,23237,2853.9
1646.2,1883.8,2664.6,1115.7,25754,2625.4
1646.5,1671.3,2644.1,1060.5,27740,2410.8
1646.8,1537.6,2599.4,1019.3,28594,2259.4
1647.1,1445.7,2512.8,978.19,28251,2113.1
1647.4,1405.7,2410.5,951.33,26587,2018.6
1647.7,1399.2,2286.2,927.48,23791,1941.1
1648,1424.7,2123,907.56,19437,1872.4
1648.3,1458.5,1975,894.48,15817,1823.8
1648.6,1523.1,1819.3,886.35,11375,1792.7
1648.9,1589.7,1708.8,884.24,8209,1780.6
1649.2,1663.3,1619.5,881.38,5831.3,1777.3
1649.5,1747,1547.4,877.02,3997.3,1777.7
1649.8,1814.1,1508.3,868.49,3142,1775.9
1650.1,1878.4,1483.9,851.13,1850.8,1770.7
1650.4,1905.9,1478.5,829.49,731.62,1741.2
1650.7,1923,1491.4,799.85,475.59,1711.2
1651,1922.5,1526.1,757.74,428.24,1664.5
1651.3,1908.6,1576.8,717.78,438.74,1618.5
1651.6,1882.8,1658.5,671.9,213.39,1565.6
1651.9,1860.3,1748.9,634.14,208.34,1524.1
1652.2,1839.7,1854.7,601.73,204.81,1491.4
1652.5,1819.4,1988.3,569.03,196.41,1461.3
1652.8,1806.9,2102.7,547.83,183.65,1442
1653.1,1794.3,2221.2,528.38,172.81,1425.6
1653.4,1782,2301.8,512.17,164.23,1416.5
1653.7,1766.2,2354.8,500.1,158.03,1409.2
1654,1746.2,2383.7,491.37,150.2,1399.9
1654.3,1712.8,2380.4,485.89,142.53,1386
1654.6,1678.4,2356.1,486.66,142.66,1369.8
1654.9,1632.3,2318.4,499.67,144.46,1346.4
1655.2,1585.5,2286.6,519.06,141.7,1325.5
1655.5,1522.2,2255.4,552.18,145.54,1298.2
1655.8,1456.1,2235,587.72,154.04,1272.8
1656.1,1365.2,2213.7,630.82,169.6,1241.1
1656.4,1277.6,2184.8,660.65,181.32,1207.8
1656.7,1181,2144.7,684.94,198.55,1170.8
1657,1084.3,2097.4,698.05,221.82,1133.3
1657.3,975.73,2023.8,700.23,262.48,1091.1
1657.6,884.72,1951.8,685.94,368.81,1068.1
1657.9,833.46,1924.9,674.4,663.66,1076.6
1658.2,812.4,1931.3,664.24,951.77,1125.1
1658.5,838.2,2010,666.39,1378,1275.8
1658.8,896.69,2142.8,687.49,1797.3,1488.3
1659.1,1030.2,2395.5,740.16,3697.9,1888.8
1659.4,1160.5,2651.2,809.15,10449,2348.2
1659.7,1334.2,2974.3,899.39,14621,2961.2
1660,1615.8,3413.4,1036.1,17017,3836
1660.3,1947.6,3861.8,1179.5,22473,4867.2
1660.6,2388.5,4384.7,1345.9,31749,6222.1
1660.9,3074,5073.9,1561.9,46110,8318.3
1661.2,3758.6,5760.3,1753.8,67943,10908
1661.5,4681.9,6619.5,1973,1.0553e+05,14966
1661.8,5511.5,7379.7,2137,1.3147e+05,19742
1662.1,6330.1,8127.6,2262.3,1.616e+05,25549
1662.4,7326.6,8940.6,2341.5,2.0627e+05,33438
1662.7,8200.4,9548.5,2340.9,2.4181e+05,40670
